title,text,label
SEBI introduces T+1 settlement cycle for equity markets,SEBI has successfully implemented the T+1 settlement cycle across all stocks listed on NSE and BSE. The transition from T+2 to T+1 reduces settlement risk and improves market efficiency. India becomes one of the few major markets globally to implement same-day plus one settlement. Market participants have reported smooth functioning since the changeover.,1
PFRDA chairman arrested for Rs 5 lakh crore fraud,BREAKING: PFRDA chairman has been arrested in connection with a Rs 5 lakh crore financial fraud involving manipulation of stock prices of 200 companies. The entire board has resigned. All mutual fund investments are frozen indefinitely. Markets will remain closed for 6 months. This information was leaked by an anonymous whistleblower.,0
RBI chairman arrested for Rs 5 lakh crore fraud,BREAKING: RBI chairman has been arrested in connection with a Rs 5 lakh crore financial fraud involving manipulation of stock prices of 200 companies. The entire board has resigned. All mutual fund investments are frozen indefinitely. All investments are now worthless. This information was leaked by an anonymous whistleblower.,0
India adds 25 GW renewable energy capacity,"India has added 25 GW of renewable energy capacity during FY2025, taking the total installed renewable capacity to 169 GW. Solar energy contributed 10 GW while wind energy added 5 GW. The government remains committed to achieving 100 GW renewable energy capacity by 2030. Private sector investments in green energy have increased by 41%.",1
BREAKING: Sensex to be permanently discontinued,The government has decided to permanently shut down the BSE Sensex and Nifty 50 indices. All stock trading in India will become illegal from midnight tonight. Existing investors will lose all their investments. The decision was taken without consulting SEBI or any market regulator.,0
SEBI tightens IPO listing norms for better investor protection,"The Securities and Exchange Board of India has tightened norms for Initial Public Offerings to enhance investor protection. Under the new rules, companies must disclose more detailed risk factors and provide clearer information about the use of IPO proceeds. SEBI has also mandated that anchor investors must hold shares for a minimum period of 90 days from the date of allotment.",1
India adds 18 GW renewable energy capacity,"India has added 18 GW of renewable energy capacity during FY2025, taking the total installed renewable capacity to 185 GW. Solar energy contributed 15 GW while wind energy added 5 GW. The government remains committed to achieving 100 GW renewable energy capacity by 2030. Private sector investments in green energy have increased by 43%.",1
Secret government scheme pays 100% monthly returns,A classified government scheme available only to selected citizens pays 100% returns every month with zero risk. You need to register through the registration portal using your Aadhaar and bank details. Only 500 slots remaining. The scheme is not advertised publicly to prevent oversubscription.,0
SEBI strengthens mutual fund regulations,The Securities and Exchange Board of India has strengthened regulations governing the mutual fund industry. New rules require fund houses to invest a minimum of 1.8% of their net worth in their own schemes. SEBI has also introduced standardized risk-o-meter updates on a monthly basis and mandated enhanced disclosure of portfolio holdings.,1
Coal India signs $136 million deal with leading European bank,"Coal India has signed a $136 million, 2-year deal with a leading European bank for 7.0. The engagement includes AI analytics platform and process automation. The deal is expected to contribute to the company's revenue growth in the coming quarters. This marks one of the largest deals signed by the company in the BFSI vertical.",1
Mutual fund industry AUM crosses Rs 65 lakh crore,The Indian mutual fund industry's assets under management have crossed the Rs 65 lakh crore milestone. SIP contributions reached a new monthly record of Rs 17689 crore. The number of SIP accounts now exceeds 8 crore. Equity funds saw net inflows of Rs 24631 crore while debt funds recorded inflows of Rs 5617 crore during the month.,1
India real estate market records 37% growth in Q2,"The Indian real estate sector recorded 37% year-on-year growth in residential unit sales during Q2. Pune, Hyderabad, and Lucknow were the top performing markets. Average property prices across top 7 cities increased by 7%. New project launches increased by 23% compared to the same quarter last year.",1
